credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business,debt_income_ratio,many_inquiries,has_delinquency,has_public_record,fico_category_fair,fico_category_good,fico_category_very good,fico_category_excellent
1.0,0.1166,115.69,10.90159787,12.38,672.0,7530.041667,0.0,0.0,0.0,2.0,0.0,0.0,False,False,False,False,False,False,10.612205786673362,0,1,0,False,True,False,False
1.0,0.1134,230.3,10.71441777,9.92,687.0,2520.041667,1767.0,34.6,1.0,0.0,1.0,0.0,False,False,False,False,False,False,21.49440174386629,0,0,1,False,True,False,False
1.0,0.1324,405.72,10.69557468,14.4,672.0,3720.0,768.0,64.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,37.933445573398586,0,0,0,False,True,False,False
1.0,0.0976,305.47,11.06763786,4.8,717.0,5070.041667,12226.0,45.6,0.0,1.0,1.0,0.0,True,False,False,False,False,False,27.600288685267845,0,1,1,False,True,False,False
1.0,0.0737,93.14,10.58415721,1.55,802.0,3660.0,2724.0,7.9,0.0,0.0,0.0,0.0,False,False,False,False,False,False,8.799944875346386,0,0,0,False,False,False,True
1.0,0.08,109.68,10.79059661,0.62,742.0,7170.041667,308.0,17.1,4.0,0.0,0.0,0.0,False,False,False,False,False,False,10.16440554346698,0,0,0,False,True,False,False
1.0,0.08,37.61,9.60238246,2.43,747.0,2250.0,1946.0,6.5,3.0,0.0,0.0,0.0,False,True,False,False,False,False,3.916736305460593,0,0,0,False,True,False,False
1.0,0.1008,129.22,10.91871823,19.43,717.0,4770.0,4446.0,61.7,3.0,0.0,0.0,0.0,False,False,False,False,False,False,11.834722471815265,0,0,0,False,True,False,False
1.0,0.1008,290.75,10.57131693,5.17,707.0,2190.0,8486.0,66.8,1.0,0.0,0.0,0.0,False,True,False,False,False,False,27.503668835704843,0,0,0,False,True,False,False
1.0,0.1355,203.76,11.1844214,23.37,682.0,6599.0,19826.0,39.0,2.0,0.0,0.0,0.0,False,False,False,False,False,False,18.218197679854946,0,0,0,False,True,False,False
1.0,0.0945,160.05,10.59663473,5.97,722.0,2819.041667,3212.0,35.7,1.0,1.0,0.0,0.0,True,False,False,False,False,False,15.103851748978801,0,1,0,False,True,False,False
1.0,0.1355,407.52,10.91508846,14.99,667.0,4499.0,10918.0,59.0,2.0,0.0,0.0,0.0,True,False,False,False,False,False,37.33547387118473,0,0,0,True,False,False,False
1.0,0.0945,320.1,11.15625052,9.38,722.0,1859.0,8850.0,32.3,0.0,0.0,0.0,0.0,False,False,True,False,False,False,28.692435637417006,0,0,0,False,True,False,False
1.0,0.1039,129.81,10.30895266,6.04,697.0,6330.0,10366.0,64.4,0.0,0.0,1.0,0.0,False,False,False,False,False,False,12.591967805195063,0,0,1,False,True,False,False
1.0,0.1229,366.89,10.50232405,11.6,677.0,1500.0,10765.0,60.5,2.0,0.0,0.0,0.0,False,True,False,False,False,False,34.93417249870518,0,0,0,False,True,False,False
1.0,0.1134,658.0,10.91508846,5.19,712.0,8400.0,5482.0,17.4,0.0,2.0,0.0,1.0,False,False,False,False,False,False,60.28352426197378,0,1,0,False,True,False,False
1.0,0.0945,480.15,11.04132055,6.46,752.0,4500.0,5196.0,34.6,2.0,0.0,0.0,0.0,False,True,False,False,False,False,43.48664616932981,0,0,0,False,True,False,False
1.0,0.0976,803.87,11.15625052,4.92,792.0,4140.0,3114.0,11.3,0.0,0.0,0.0,0.0,False,False,False,False,False,False,72.05557087113529,0,0,0,False,False,True,False
1.0,0.1039,272.59,10.46321762,19.61,717.0,4439.958333,213.0,7.1,1.0,0.0,1.0,0.0,False,False,False,False,False,False,26.052215475185726,0,0,1,False,True,False,False
1.0,0.1197,249.0,9.862665558,10.94,677.0,1920.0,6450.0,70.9,3.0,0.0,0.0,0.0,False,True,False,False,False,False,25.246724481905016,0,0,0,False,True,False,False
1.0,0.1229,400.24,11.40756495,8.81,677.0,2340.041667,15486.0,33.1,1.0,0.0,0.0,0.0,True,False,False,False,False,False,35.085489475999,0,0,0,False,True,False,False
1.0,0.0863,253.03,10.89821971,10.78,732.0,3390.0,5623.0,67.7,1.0,0.0,0.0,0.0,False,False,False,False,False,False,23.217553576005123,0,0,0,False,True,False,False
1.0,0.1039,129.81,10.87804719,13.09,702.0,4441.0,1308.0,6.9,1.0,0.0,0.0,0.0,True,False,False,False,False,False,11.933208022790348,0,0,0,False,True,False,False
1.0,0.0945,448.14,10.6454249,5.31,737.0,3030.0,11556.0,24.3,0.0,0.0,0.0,0.0,False,True,False,False,False,False,42.09695753900814,0,0,0,False,True,False,False
1.0,0.1134,118.44,10.91508846,13.51,682.0,3510.0,623.0,31.1,0.0,0.0,0.0,0.0,False,False,False,False,True,False,10.85103436715528,0,0,0,False,True,False,False
1.0,0.1039,811.27,11.51292546,7.25,737.0,3780.0,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,False,False,False,70.46601689715101,0,1,0,False,True,False,False
1.0,0.1355,407.52,11.77528973,8.32,662.0,3060.041667,22044.0,81.6,0.0,0.0,0.0,0.0,False,False,False,False,False,False,34.608065647994884,0,0,0,True,False,False,False
1.0,0.08,250.7,10.38183131,8.55,782.0,5550.0,8793.0,18.8,0.0,0.0,0.0,0.0,True,False,False,False,False,False,24.147955453535488,0,0,0,False,False,True,False
1.0,0.1324,444.6,10.53720315,20.66,677.0,4620.041667,2796.0,38.8,2.0,0.0,0.0,0.0,False,True,False,False,False,False,42.193359439976255,0,0,0,False,True,False,False
1.0,0.1071,489.03,11.28978191,6.9,707.0,7410.0,8298.0,38.6,3.0,0.0,1.0,0.0,False,False,False,False,False,False,43.316160037319975,0,0,1,False,True,False,False
1.0,0.1355,373.56,10.77895629,22.75,677.0,2730.041667,10211.0,96.3,0.0,0.0,0.0,0.0,False,True,False,False,False,False,34.65641662788485,0,0,0,False,True,False,False
1.0,0.1071,195.61,10.81977828,9.22,687.0,2790.0,22188.0,70.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,18.07892869316727,0,0,0,False,True,False,False
1.0,0.1166,314.0,10.59663473,18.78,697.0,2309.958333,21160.0,78.7,0.0,0.0,0.0,1.0,False,True,False,False,False,False,29.632049042045256,0,0,0,False,True,False,False
1.0,0.0768,109.17,10.30895266,2.52,762.0,3840.0,2096.0,46.6,0.0,0.0,0.0,0.0,True,False,False,False,False,False,10.5898245535255,0,0,0,False,False,True,False
1.0,0.145,516.32,11.22235924,24.61,682.0,2430.0,55632.0,80.7,3.0,0.0,0.0,0.0,False,True,False,False,False,False,46.008151134538096,0,0,0,False,True,False,False
1.0,0.0976,241.16,9.903487553,10.56,717.0,4121.958333,3415.0,14.3,0.0,0.0,0.0,0.0,False,False,True,False,False,False,24.351017629839596,0,0,0,False,True,False,False
1.0,0.0863,221.4,10.75363848,12.23,727.0,2940.958333,1287.0,7.8,0.0,0.0,0.0,0.0,False,False,False,False,False,False,20.588380426938066,0,0,0,False,True,False,False
1.0,0.1103,294.78,11.12726298,12.72,687.0,9119.958333,36164.0,39.4,1.0,0.0,0.0,1.0,True,False,False,False,False,False,26.49168987286755,0,0,0,False,True,False,False
1.0,0.1513,680.69,11.22524339,19.36,662.0,2669.958333,20658.0,55.4,0.0,0.0,0.0,0.0,False,True,False,False,False,False,60.639219690006215,0,0,0,True,False,False,False
1.0,0.1071,228.22,10.30895266,21.48,722.0,10110.0,24397.0,53.4,1.0,0.0,0.0,0.0,True,False,False,False,False,False,22.138039384497475,0,0,0,False,True,False,False
1.0,0.08,87.75,9.60238246,5.48,747.0,2249.958333,1946.0,6.5,3.0,0.0,0.0,0.0,False,True,False,False,False,False,9.138357107263149,0,0,0,False,True,False,False
1.0,0.1039,324.51,11.08795638,14.82,767.0,6420.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,False,False,False,29.266890027213474,0,0,0,False,False,True,False
1.0,0.1051,97.53,10.59663473,16.08,727.0,3464.041667,14582.0,26.7,2.0,0.0,0.0,1.0,False,True,False,False,False,False,9.203865423791955,0,0,0,False,True,False,False
1.0,0.1071,208.65,10.91508846,6.11,697.0,3689.958333,14971.0,46.8,0.0,0.0,0.0,0.0,False,True,False,False,False,False,19.115740634134998,0,0,0,False,True,False,False
1.0,0.1482,691.55,11.40756495,23.45,692.0,3870.0,43868.0,47.8,1.0,0.0,1.0,0.0,False,True,False,False,False,False,60.62205238638593,0,0,1,False,True,False,False
1.0,0.1008,323.05,10.77895629,2.65,742.0,4260.0,6512.0,16.4,0.0,0.0,0.0,0.0,False,True,False,False,False,False,29.9704341782798,0,0,0,False,True,False,False
1.0,0.0832,236.14,11.15625052,2.81,757.0,4199.958333,7905.0,30.2,0.0,0.0,0.0,0.0,True,False,False,False,False,False,21.16660965766839,0,0,0,False,False,True,False
1.0,0.0976,213.83,11.18886982,15.63,717.0,4379.958333,6161.0,26.6,0.0,0.0,0.0,0.0,True,False,False,False,False,False,19.110956105484476,0,0,0,False,True,False,False
1.0,0.1103,537.15,10.818177,4.42,712.0,1859.958333,3964.0,24.0,0.0,0.0,0.0,1.0,False,True,False,False,False,False,49.65254312256122,0,0,0,False,True,False,False
1.0,0.1039,194.71,10.20359214,21.78,737.0,4989.0,1815.0,60.5,3.0,0.0,0.0,0.0,False,False,False,True,False,False,19.082495392647086,0,0,0,False,True,False,False
1.0,0.08,235.03,10.59663473,5.22,772.0,5280.0,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,False,False,False,22.17968307755381,0,0,0,False,False,True,False
1.0,0.0976,707.41,11.28978191,9.81,757.0,5549.958333,1998.0,22.4,1.0,0.0,0.0,0.0,False,True,False,False,False,False,62.65931491319658,0,0,0,False,False,True,False
1.0,0.0945,128.04,11.48452599,13.16,732.0,2500.0,41248.0,5.3,3.0,0.0,0.0,0.0,False,False,False,True,False,False,11.148914644930851,0,0,0,False,True,False,False
1.0,0.1261,670.13,11.09741002,13.4,687.0,3419.958333,24008.0,77.9,0.0,0.0,0.0,0.0,False,True,False,False,False,False,60.386162067750654,0,0,0,False,True,False,False
1.0,0.1197,697.2,11.92503512,7.99,697.0,8101.958333,17788.0,52.7,3.0,0.0,0.0,0.0,True,False,False,False,False,False,58.4652366206197,0,0,0,False,True,False,False
1.0,0.0945,480.15,11.91839057,6.47,757.0,3990.0,4232.0,8.9,2.0,0.0,0.0,0.0,False,False,False,False,False,False,40.28647972055845,0,0,0,False,False,True,False
1.0,0.1134,98.7,10.53049493,7.72,677.0,1680.0,0.0,53.0,1.0,0.0,0.0,1.0,False,False,False,False,False,False,9.372778834812088,0,0,0,False,True,False,False
1.0,0.157,525.17,11.35035948,20.44,672.0,5490.0,28511.0,56.7,1.0,0.0,0.0,0.0,False,True,False,False,False,False,46.26901913770928,0,0,0,False,True,False,False
1.0,0.0768,187.14,10.67359577,0.83,792.0,4139.958333,138.0,0.2,0.0,0.0,0.0,0.0,False,False,False,False,False,False,17.532985512341543,0,0,0,False,False,True,False
1.0,0.1166,314.0,11.69524702,18.23,697.0,4950.0,114629.0,64.5,2.0,0.0,0.0,0.0,True,False,False,False,False,False,26.848513713564984,0,0,0,False,True,False,False
1.0,0.1039,324.51,11.23261615,12.88,707.0,2939.958333,10689.0,18.4,3.0,0.0,0.0,0.0,False,True,False,False,False,False,28.889975021535832,0,0,0,False,True,False,False
1.0,0.0976,257.24,10.08580911,17.0,732.0,3779.958333,6188.0,53.8,0.0,0.0,0.0,0.0,False,True,False,False,False,False,25.505142640955658,0,0,0,False,True,False,False
1.0,0.0832,314.85,10.59533389,14.54,772.0,5790.0,4743.0,28.1,0.0,0.0,0.0,1.0,False,True,False,False,False,False,29.715911104713665,0,0,0,False,False,True,False
1.0,0.1103,235.83,11.04917425,21.83,717.0,5219.958333,12025.0,37.2,2.0,0.0,0.0,0.0,False,True,False,False,False,False,21.343676429032694,0,0,0,False,True,False,False
1.0,0.0976,803.87,11.69524702,8.91,792.0,8129.958333,3706.0,12.8,1.0,0.0,0.0,0.0,False,False,False,True,False,False,68.73476025134867,0,0,0,False,False,True,False
1.0,0.1134,526.4,11.35040654,9.37,702.0,4590.0,8833.0,44.8,1.0,0.0,1.0,0.0,False,True,False,False,False,False,46.377193463944415,0,0,1,False,True,False,False
1.0,0.1039,292.06,10.71441777,14.64,712.0,4439.958333,6239.0,63.0,3.0,0.0,0.0,0.0,False,True,False,False,False,False,27.25859736566908,0,0,0,False,True,False,False
1.0,0.1324,540.96,10.59663473,11.73,672.0,3210.0,5671.0,55.1,0.0,0.0,0.0,0.0,False,True,False,False,False,False,51.05016958530192,0,0,0,False,True,False,False
1.0,0.1229,100.06,10.37349118,13.28,672.0,4320.0,2940.0,27.7,1.0,2.0,0.0,0.0,True,False,False,False,False,False,9.645740114274624,0,1,0,False,True,False,False
1.0,0.1355,848.99,11.03488966,14.26,697.0,2730.0,7019.0,13.4,2.0,0.0,0.0,1.0,False,True,False,False,False,False,76.93688166882858,0,0,0,False,True,False,False
1.0,0.1197,298.8,10.95954023,18.76,682.0,4350.0,9883.0,66.7,1.0,1.0,1.0,0.0,False,True,False,False,False,False,27.263917438989136,0,1,1,False,True,False,False
1.0,0.0976,482.32,12.07254125,3.17,742.0,2820.0,1436.0,3.1,0.0,0.0,0.0,0.0,False,True,False,False,False,False,39.951820417263015,0,0,0,False,True,False,False
1.0,0.1292,168.28,10.64780302,21.04,677.0,2910.958333,13073.0,55.9,3.0,0.0,0.0,1.0,False,True,False,False,False,False,15.804199202776012,0,0,0,False,True,False,False
1.0,0.1008,807.62,11.88448902,1.73,762.0,7769.958333,5681.0,14.1,1.0,0.0,0.0,0.0,False,False,False,False,False,False,67.95580345447615,0,0,0,False,False,True,False
1.0,0.1039,811.27,11.40756495,13.28,747.0,3359.958333,48556.0,10.9,0.0,0.0,0.0,0.0,False,True,False,False,False,False,71.11684251247678,0,0,0,False,True,False,False
1.0,0.1324,253.58,10.81961827,24.89,712.0,2418.0,19418.0,83.7,3.0,1.0,0.0,0.0,False,True,False,False,False,False,23.437056065380023,0,1,0,False,True,False,False
1.0,0.1324,118.34,10.95080655,23.05,687.0,2730.0,45988.0,88.4,0.0,0.0,0.0,0.0,False,True,False,False,False,False,10.80650995519595,0,0,0,False,True,False,False
1.0,0.1039,584.12,12.23076526,12.27,712.0,5549.958333,77034.0,32.3,2.0,0.0,0.0,0.0,True,False,False,False,False,False,47.75825449862325,0,0,0,False,True,False,False
1.0,0.1103,52.41,10.53209621,15.84,682.0,1829.958333,0.0,49.4,0.0,0.0,0.0,0.0,False,False,True,False,False,False,4.976217360247604,0,0,0,False,True,False,False
1.0,0.1008,151.03,10.46310334,18.72,722.0,3900.0,9910.0,99.1,2.0,0.0,0.0,1.0,False,True,False,False,False,False,14.434532001860168,0,0,0,False,True,False,False
1.0,0.0832,188.91,11.5228758,11.75,737.0,6870.0,1532.0,4.7,0.0,0.0,0.0,0.0,False,False,True,False,False,False,16.394344890882188,0,0,0,False,True,False,False
1.0,0.0976,167.21,10.4341158,1.52,707.0,2579.958333,4699.0,28.8,1.0,1.0,0.0,0.0,False,False,False,False,False,False,16.025315724404745,0,1,0,False,True,False,False
1.0,0.0832,251.88,10.62254611,17.6,797.0,6989.958333,7017.0,8.4,0.0,0.0,0.0,1.0,False,False,True,False,False,False,23.711829291367508,0,0,0,False,False,True,False
1.0,0.1008,161.53,10.6454249,21.77,762.0,4470.958333,13.0,1.9,1.0,0.0,0.0,0.0,False,False,False,False,True,False,15.173654552764727,0,0,0,False,False,True,False
1.0,0.1292,807.74,11.46163217,7.06,687.0,6360.0,9201.0,49.7,2.0,1.0,1.0,0.0,False,False,False,False,False,False,70.4733835477814,0,1,1,False,True,False,False
1.0,0.1261,837.67,11.60739893,24.04,757.0,7260.0,8220.0,63.2,0.0,0.0,0.0,1.0,True,False,False,False,False,False,72.16690018596611,0,0,0,False,False,True,False
1.0,0.1292,269.25,10.81977828,1.39,662.0,4446.958333,2692.0,49.9,3.0,0.0,0.0,0.0,False,False,False,False,False,False,24.88498313294457,0,0,0,True,False,False,False
1.0,0.0976,578.79,11.50287513,8.86,742.0,4530.0,2448.0,61.2,3.0,0.0,0.0,0.0,False,False,False,False,False,False,50.316985402240036,0,0,0,False,True,False,False
1.0,0.0768,93.57,10.81977828,0.79,757.0,3180.0,3894.0,10.5,0.0,0.0,0.0,0.0,False,False,False,False,False,False,8.648051519961461,0,0,0,False,False,True,False
1.0,0.1197,166.0,10.77895629,20.68,692.0,9330.0,13734.0,28.4,0.0,0.0,0.0,0.0,False,False,False,False,False,False,15.400377878329813,0,0,0,False,True,False,False
1.0,0.1134,329.0,10.81977828,12.05,692.0,1620.0,13744.0,62.2,0.0,0.0,0.0,0.0,False,False,False,False,False,False,30.407277440069688,0,0,0,False,True,False,False
1.0,0.1103,201.44,10.48328685,17.1,687.0,1260.0,6111.0,64.3,0.0,0.0,0.0,0.0,True,False,False,False,False,False,19.215347522423272,0,0,0,False,True,False,False
1.0,0.1008,646.1,11.91839057,6.86,742.0,3180.0,84.0,0.2,2.0,0.0,0.0,0.0,True,False,False,False,False,False,54.21033957607584,0,0,0,False,True,False,False
1.0,0.0976,385.86,11.45952469,8.65,727.0,4650.0,19073.0,28.6,3.0,1.0,0.0,1.0,False,False,False,False,False,False,33.67155361484718,0,1,0,False,True,False,False
1.0,0.1229,232.64,10.23995979,12.81,667.0,6283.958333,13817.0,38.4,0.0,1.0,0.0,0.0,False,True,False,False,False,False,22.71883921137936,0,1,0,True,False,False,False
1.0,0.1166,330.53,11.69524702,8.13,682.0,3060.0,59145.0,81.1,0.0,0.0,0.0,0.0,True,False,False,False,False,False,28.261908400460616,0,0,0,False,True,False,False
1.0,0.1292,201.94,10.61643736,15.32,667.0,2700.0,7091.0,47.3,2.0,2.0,0.0,0.0,False,True,False,False,False,False,19.02144694611564,0,1,0,True,False,False,False
1.0,0.1071,603.13,10.44290063,13.33,717.0,4560.0,18179.0,34.4,0.0,0.0,0.0,0.0,False,True,False,False,False,False,57.755026248870855,0,0,0,False,True,False,False
1.0,0.1039,389.41,10.43816641,15.99,712.0,4590.0,6151.0,52.7,1.0,0.0,0.0,0.0,False,True,False,False,False,False,37.30636059096897,0,0,0,False,True,False,False
1.0,0.08,250.7,10.80454281,2.24,777.0,3780.958333,2056.0,7.3,1.0,0.0,0.0,0.0,False,False,False,False,True,False,23.20320298679996,0,0,0,False,False,True,False
1.0,0.1482,691.55,11.22524339,14.69,672.0,4439.958333,29292.0,60.4,1.0,0.0,0.0,0.0,False,True,False,False,False,False,61.60668200887892,0,0,0,False,True,False,False
1.0,0.0832,37.79,10.40426284,3.42,722.0,2160.0,6685.0,19.2,1.0,0.0,0.0,0.0,False,False,False,False,False,False,3.632165063603872,0,0,0,False,True,False,False
1.0,0.1039,194.71,10.58870336,13.88,702.0,2730.0,7198.0,65.4,1.0,0.0,0.0,0.0,True,False,False,False,False,False,18.388464893212383,0,0,0,False,True,False,False
1.0,0.0976,321.55,10.49824983,8.11,717.0,4139.958333,6179.0,11.2,2.0,0.0,0.0,1.0,False,True,False,False,False,False,30.628914838846047,0,0,0,False,True,False,False
1.0,0.0945,640.2,11.44563115,3.98,777.0,3029.958333,32.0,0.3,0.0,0.0,0.0,0.0,False,False,False,False,False,False,55.93400587611982,0,0,0,False,False,True,False
1.0,0.0768,187.14,10.5865844,9.52,817.0,6629.958333,922.0,3.8,0.0,0.0,0.0,0.0,False,False,False,False,True,False,17.677089505846663,0,0,0,False,False,False,True
1.0,0.1324,202.86,10.55581274,23.09,687.0,5010.0,9912.0,65.6,1.0,0.0,0.0,0.0,False,False,False,True,False,False,19.217847549652536,0,0,0,False,True,False,False
1.0,0.0863,142.33,9.047821442,4.24,732.0,2100.0,6699.0,7.2,0.0,1.0,0.0,0.0,True,False,False,False,False,False,15.730858628498563,0,1,0,False,True,False,False
1.0,0.1324,338.1,11.53272809,7.31,667.0,3823.0,27452.0,96.3,2.0,0.0,0.0,1.0,False,False,True,False,False,False,29.316567369100262,0,0,0,True,False,False,False
1.0,0.1166,528.84,11.28978191,13.47,702.0,2400.0,14958.0,46.7,3.0,0.0,0.0,0.0,False,True,False,False,False,False,46.84235747119052,0,0,0,False,True,False,False
1.0,0.1229,266.83,11.47210347,5.36,687.0,4062.958333,45251.0,66.7,3.0,1.0,0.0,1.0,True,False,False,False,False,False,23.25903010705673,0,1,0,False,True,False,False
1.0,0.0768,155.95,12.1281111,11.97,777.0,5526.958333,9253.0,33.3,0.0,0.0,0.0,0.0,False,False,False,False,False,False,12.85855635013106,0,0,0,False,False,True,False
1.0,0.1324,845.25,11.91839057,7.84,697.0,5189.958333,31405.0,95.7,0.0,0.0,0.0,0.0,True,False,False,False,False,False,70.91981044215771,0,0,0,False,True,False,False
1.0,0.1134,230.3,10.59663473,9.81,682.0,3030.958333,6475.0,96.6,0.0,0.0,0.0,0.0,False,True,False,False,False,False,21.733314950264404,0,0,0,False,True,False,False
1.0,0.1134,263.2,10.71441777,8.75,682.0,2490.0,0.0,66.7,1.0,1.0,0.0,1.0,False,True,False,False,False,False,24.565030564418617,0,1,0,False,True,False,False
1.0,0.1071,391.22,11.30458678,18.59,717.0,2639.958333,34566.0,69.0,1.0,0.0,0.0,0.0,False,True,False,False,False,False,34.60719154212199,0,0,0,False,True,False,False
1.0,0.0832,314.85,11.28978191,6.25,752.0,3150.0,3248.0,16.7,0.0,0.0,0.0,0.0,False,False,False,False,False,False,27.888049787845727,0,0,0,False,True,False,False
1.0,0.1166,462.74,10.91508846,8.42,687.0,3749.958333,17623.0,83.1,0.0,1.0,0.0,0.0,False,True,False,False,False,False,42.394525861680464,0,1,0,False,True,False,False
1.0,0.1292,100.97,10.5454467,20.84,672.0,9119.958333,9642.0,64.3,0.0,2.0,0.0,0.0,False,False,False,False,False,False,9.574748502593067,0,1,0,False,True,False,False
1.0,0.145,550.74,11.47029976,22.27,672.0,5159.958333,16930.0,70.8,0.0,0.0,0.0,0.0,False,True,False,False,False,False,48.014438290495036,0,0,0,False,True,False,False
1.0,0.1324,446.29,11.22524339,21.06,682.0,5159.958333,13438.0,71.9,1.0,0.0,1.0,1.0,True,False,False,False,False,False,39.75771254969644,0,0,1,False,True,False,False
1.0,0.1229,500.3,11.2515607,19.39,692.0,3450.0,18198.0,44.3,2.0,1.0,0.0,0.0,False,True,False,False,False,False,44.46494253903816,0,1,0,False,True,False,False
1.0,0.1229,50.03,10.27505111,4.18,662.0,2850.0,0.0,0.0,3.0,0.0,0.0,0.0,False,True,False,False,False,False,4.869075536890444,0,0,0,True,False,False,False
1.0,0.0976,176.86,10.26813067,21.92,762.0,3120.0,1763.0,26.3,0.0,0.0,0.0,0.0,False,True,False,False,False,False,17.224167249519432,0,0,0,False,False,True,False
1.0,0.0976,96.47,11.51292546,2.1,702.0,1770.0,8439.0,22.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,8.379277737458747,0,0,0,False,True,False,False
1.0,0.1166,370.19,11.28978191,17.78,692.0,1980.0,24259.0,56.5,0.0,0.0,0.0,1.0,False,True,False,False,False,False,32.78982738117392,0,0,0,False,True,False,False
1.0,0.08,206.83,10.82177629,12.86,762.0,12330.0,3339.0,16.9,1.0,0.0,0.0,0.0,False,False,False,False,False,False,19.112389173219547,0,0,0,False,False,True,False
1.0,0.1134,296.1,9.825526011,11.68,682.0,4230.0,9237.0,64.6,1.0,0.0,1.0,1.0,True,False,False,False,False,False,30.135791169704945,0,0,1,False,True,False,False
1.0,0.1103,818.83,11.99535161,9.38,722.0,3719.958333,7746.0,26.0,0.0,2.0,0.0,0.0,False,True,False,False,False,False,68.26227580668642,0,1,0,False,True,False,False
1.0,0.0976,318.34,11.00209984,1.8,717.0,3820.0,4506.0,18.7,2.0,0.0,1.0,0.0,True,False,False,False,False,False,28.93447656624792,0,0,1,False,True,False,False
1.0,0.0832,125.94,11.10465643,0.0,767.0,4740.0,1401.0,1.9,1.0,0.0,0.0,0.0,False,False,False,True,False,False,11.341188337872781,0,0,0,False,False,True,False
1.0,0.0976,450.17,10.71441777,11.31,727.0,2730.0,14571.0,59.5,0.0,0.0,0.0,0.0,True,False,False,False,False,False,42.015348819089404,0,0,0,False,True,False,False
1.0,0.1229,23.35,9.852194258,12.38,662.0,1199.958333,0.0,53.2,1.0,0.0,0.0,0.0,False,True,False,False,False,False,2.370030410336231,0,0,0,True,False,False,False
1.0,0.1166,178.49,10.9560559,15.92,687.0,4505.958333,3037.0,76.8,0.0,1.0,0.0,0.0,False,True,False,False,False,False,16.291446632724828,0,1,0,False,True,False,False
1.0,0.1197,116.2,10.61643736,21.97,687.0,3749.958333,17394.0,93.5,1.0,0.0,0.0,0.0,False,True,False,False,False,False,10.945291349602048,0,0,0,False,True,False,False
1.0,0.1166,247.9,11.00209984,19.22,687.0,4530.0,17745.0,92.4,1.0,0.0,0.0,0.0,False,True,False,False,False,False,22.532062388555822,0,0,0,False,True,False,False
1.0,0.1292,269.25,10.71441777,19.89,692.0,5249.958333,4755.0,89.7,1.0,0.0,0.0,0.0,False,True,False,False,False,False,25.129690271541463,0,0,0,False,True,False,False
1.0,0.1103,262.03,10.57131693,14.8,697.0,1589.958333,8158.0,57.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,24.78688338785809,0,0,0,False,True,False,False
1.0,0.1103,141.66,11.69524702,15.07,722.0,5219.958333,70685.0,88.7,1.0,0.0,0.0,0.0,False,False,False,False,False,False,12.112612906572023,0,0,0,False,True,False,False
1.0,0.1418,568.81,11.08460106,14.62,667.0,3719.958333,11294.0,61.4,1.0,1.0,0.0,0.0,False,True,False,False,False,False,51.31533349022485,0,1,0,True,False,False,False
1.0,0.1324,223.15,10.3859137,22.0,672.0,2279.958333,6521.0,67.7,3.0,0.0,0.0,0.0,False,True,False,False,False,False,21.485832296103137,0,0,0,False,True,False,False
1.0,0.1039,243.38,11.01862914,14.85,727.0,2490.0,4322.0,44.1,2.0,0.0,0.0,0.0,False,True,False,False,False,False,22.088047152479078,0,0,0,False,True,False,False
1.0,0.1071,224.14,10.57131693,9.66,717.0,4739.958333,19383.0,90.2,1.0,0.0,0.0,0.0,True,False,False,False,False,False,21.202656346809572,0,0,0,False,True,False,False
1.0,0.1103,235.83,10.34174248,14.4,692.0,3930.0,19076.0,66.6,0.0,0.0,0.0,1.0,False,False,False,False,False,False,22.803700677721768,0,0,0,False,True,False,False
1.0,0.1418,428.32,10.95080655,24.55,692.0,2700.0,34181.0,59.5,0.0,0.0,0.0,0.0,True,False,False,False,False,False,39.11310076060106,0,0,0,False,True,False,False
1.0,0.1576,659.61,11.69524702,14.23,677.0,5070.0,27550.0,94.6,2.0,1.0,1.0,0.0,False,True,False,False,False,False,56.39983481084267,0,1,1,False,True,False,False
1.0,0.1229,192.62,11.48452599,19.7,707.0,4530.0,13685.0,46.7,1.0,0.0,0.0,0.0,False,True,False,False,False,False,16.772133231072953,0,0,0,False,True,False,False
1.0,0.0768,155.95,10.59663473,11.49,797.0,6959.958333,257.0,1.4,0.0,0.0,0.0,0.0,False,False,False,True,False,False,14.716936458939355,0,0,0,False,False,True,False
1.0,0.1134,213.85,10.83958091,20.82,722.0,8700.0,23119.0,50.6,3.0,0.0,1.0,0.0,False,True,False,False,False,False,19.72862251553598,0,0,1,False,True,False,False
1.0,0.0976,482.32,11.64395373,14.33,762.0,6120.0,26402.0,87.3,0.0,0.0,0.0,0.0,True,False,False,False,False,False,41.42235628756659,0,0,0,False,False,True,False
1.0,0.1008,587.14,12.32385568,4.51,757.0,5460.0,2527.0,39.5,0.0,0.0,0.0,0.0,False,False,False,False,True,False,47.6425572682461,0,0,0,False,False,True,False
